timestamp,month,day,external-temperature,longitude,latitude,altitude,id
2006-11-12 12:03:04,11,12,11.0,11.048721,46.0111481,1607.81,original
2006-11-13 00:02:24,11,13,6.0,11.048721,46.0111481,1607.81,original
2006-11-13 16:01:48,11,13,9.0,11.0206009,46.007475,1660.12,original
2006-11-14 12:03:04,11,14,16.0,11.0485449,46.0072012,1614.45,original
2006-11-16 00:00:44,11,16,10.0,11.0416114,46.0109416,1625.81,original
2006-11-16 12:01:51,11,16,13.0,11.043815,46.0064429,1622.17,original
2006-11-16 16:01:24,11,16,13.0,11.0428909,46.0079718,1612.36,original
2006-11-16 20:01:52,11,16,11.0,11.043195,46.0094964,1614.12,original
2006-11-17 04:01:47,11,17,10.0,11.0459946,46.0122659,1618.5,original
2006-11-20 04:00:54,11,20,12.0,11.0465893,46.0112082,1615.26,original
2006-11-21 00:00:53,11,21,10.0,11.0454093,46.0123666,1618.81,original
2006-11-22 20:01:52,11,22,4.0,11.0471373,46.0113968,1601.96,original
2006-11-23 00:01:11,11,23,6.0,11.0460564,46.0120794,1621.83,original
2006-11-23 16:03:09,11,23,7.0,11.044101473742709,46.0076729160878,1693.6901333703806,original
2006-11-24 20:00:56,11,24,9.0,11.046754,46.0111671,1614.11,original
2006-11-25 16:02:37,11,25,13.0,11.0455241,46.0074792,1629.09,original
2006-11-26 08:03:09,11,26,10.0,11.04420965355503,46.00882626763601,1660.4676443578685,original
2006-11-26 12:00:49,11,26,11.0,11.0427153,46.005301,1705.83,original
2006-11-26 20:00:56,11,26,8.0,11.0477596,46.0110024,1606.77,original
2006-11-27 12:01:42,11,27,12.0,11.0475765,46.0071613,1577.03,original
2006-11-27 16:01:18,11,27,7.0,11.0479987,46.0101222,1594.21,original
2006-11-28 00:01:17,11,28,9.0,11.0454773,46.0128763,1608.59,original
2006-11-28 04:00:56,11,28,9.0,11.0445296,46.0130131,1602.24,original
2006-11-28 08:01:21,11,28,12.0,11.0440512,46.0083295,1614.27,original
2006-11-29 00:01:24,11,29,8.0,11.0453669,46.0111512,1615.81,original
2006-11-29 04:01:11,11,29,5.0,11.0453713,46.0123328,1614.1,original
2006-11-29 16:00:54,11,29,10.0,11.0439499,46.008277,1606.01,original
2006-11-30 00:00:54,11,30,8.0,11.0447672,46.0089421,1613.85,original
2006-12-01 00:00:54,12,1,5.0,11.0437952,46.0121473,1621.5,original
2006-12-01 04:00:56,12,1,7.0,11.0437239,46.0122192,1617.95,original
2006-12-01 16:02:24,12,1,9.0,11.0448684,46.0063499,1618.26,original
2006-12-01 20:01:12,12,1,4.0,11.0437988,46.0088193,1627.03,original
2006-12-02 12:01:42,12,2,9.0,11.04474,46.0052399,1691.54,original
2006-12-03 00:01:12,12,3,5.0,11.0479098,46.011348,1605.82,original
2006-12-03 12:01:22,12,3,10.0,11.0475542,46.006965,1627.29,original
2006-12-03 16:02:17,12,3,10.0,11.0475668,46.0090151,1615.74,original
